Index,Balance,Price,Q,Name,UID,Bounty,Q_Max,Time
807,5683.0,100.0,79,GORDOVIKING MTGO+50%,159046,50,37,2017-01-23 13:55:57.892000
809,9152.0,100.0,25,15%ALLCARDREQUESTED,79044,15,79,2017-01-23 13:55:57.892000
812,6765.0,100.0,99,25% BONUS ON ALL,53026,25,54,2017-01-23 13:55:57.892000
815,24021.0,100.0,15,MAX+80% TIX+15% WANT,143298,80,133,2017-01-23 13:55:57.892000
816,22047.0,100.0,99,BRONOLAN 30%MTGO,51413,30,169,2017-01-23 13:55:57.892000
818,44330.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,341,2017-01-23 13:55:57.892000
822,20039.0,100.0,99,+50% ALL! TIX + 150%,9169,150,80,2017-01-23 13:55:57.892000
823,5752.0,100.0,40,25% FOR SAHEELI/AV,18916,25,46,2017-01-23 13:55:57.892000
833,13383.0,100.0,50,INDRANEEL +25% MTGO,85844,25,107,2017-01-23 13:55:57.892000
835,16404.0,100.0,20,SONOFTHEKING(+20%),172891,20,136,2017-01-23 13:55:57.892000
844,32805.0,100.0,99,10% BONUS MTGO CARDS,32523,10,298,2017-01-23 13:55:57.892000
845,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-23 13:55:57.892000
847,76765.0,100.0,99,25% MTGO BONUS,33477,25,614,2017-01-23 13:55:57.892000
853,85661.0,100.0,99,35% ALL TRADES,131619,35,634,2017-01-23 13:55:57.892000
854,6630.0,100.0,30,KBOY (30%BONUS),35030,30,51,2017-01-23 13:55:57.892000
856,19430.0,100.0,99,DAVE BONUSES 30%,48558,30,149,2017-01-23 13:55:57.892000
867,11989.0,100.0,99,TIX200PPEACH50%RHINO,150834,50,79,2017-01-23 13:55:57.892000
871,27716.0,100.0,99,MAGIC FISCH 25%BONUS,137662,25,221,2017-01-23 13:55:57.892000
875,43451.0,100.0,30,50%BONUS!WANTSP+MP,22998,50,289,2017-01-23 13:55:57.892000
876,23628.0,100.0,99,15% PAPER! ALDREEN,76887,15,205,2017-01-23 13:55:57.892000
879,5166.0,100.0,15,+25%MODERN,4298,25,41,2017-01-23 13:55:57.892000
890,14630.0,100.0,36,MCQUACKS+50% ON ALL,18500,50,97,2017-01-23 13:55:57.892000
892,16994.0,100.0,99,15% BONUS,156479,15,147,2017-01-23 13:55:57.892000
893,8957.0,100.0,99,33% MTGO / 50% TIX,6063,50,59,2017-01-23 13:55:57.892000
895,8757.0,100.0,55,100% BNTY ON TIX,67951,100,43,2017-01-23 13:55:57.892000
896,23275.0,100.0,99,"+50% CARDS, 30% MTGO",146333,50,155,2017-01-23 13:55:57.892000
898,12446.0,100.0,99,DAVERS +10% ALL,89776,10,113,2017-01-23 13:55:57.892000
904,54475.0,100.0,98,+25%-45% ON WANTS,129638,45,375,2017-01-23 13:55:57.892000
911,4131.0,100.0,98,80% BONUS 4 TIX !!,55237,80,22,2017-01-23 13:55:57.892000
914,489.0,100.0,10,110% ON TIX,130631,110,2,2017-01-23 13:55:57.892000
916,1326.0,100.0,98,45% MTGO 100% TIX,92554,100,6,2017-01-23 13:55:57.892000
920,20039.0,100.0,99,+50% ALL! TIX + 150%,9169,150,80,2017-01-23 13:55:57.892000
922,20575.0,100.0,99,DMR +20%,164333,20,171,2017-01-23 13:55:57.892000
926,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-23 13:55:57.892000
927,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-23 13:55:57.892000
928,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-23 13:55:57.892000
930,11987.0,100.0,99,50%ONLINE25%PAPER,161105,50,79,2017-01-23 13:55:57.892000
0,43451.0,100.0,30,50%BONUS!WANTSP+MP,22998,50,289,2017-01-24 13:26:46.856000
10,601.0,100.0,86,70%TIX,113928,70,3,2017-01-24 13:26:46.856000
12,8281.0,100.0,99,+40%! SEE PROFILE,29599,40,59,2017-01-24 13:26:46.856000
13,203.0,100.0,2,STUNNDEK (50%),61840,50,1,2017-01-24 13:26:46.856000
16,2493.0,100.0,20,10% ON WANTS !!,156539,10,22,2017-01-24 13:26:46.856000
20,18601.0,100.0,80,30% MTGO 30%BOOSTERS,100457,30,143,2017-01-24 13:26:46.856000
21,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
22,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
23,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
24,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
25,601.0,100.0,95,70%TIX,113928,70,3,2017-01-24 13:26:46.856000
29,23275.0,100.0,99,"+50% CARDS, 30% MTGO",146333,50,155,2017-01-24 13:26:46.856000
30,8509.0,100.0,15,EVERYTHING30%BONUS,91498,30,65,2017-01-24 13:26:46.856000
31,11989.0,100.0,20,TIX200PPEACH50%RHINO,150834,50,79,2017-01-24 13:26:46.856000
32,9887.0,100.0,99,25% FOR MTGO,21428,25,79,2017-01-24 13:26:46.856000
33,5971.0,100.0,66,DURNZANS(+25% ALL),28437,25,47,2017-01-24 13:26:46.856000
35,19255.0,100.0,30,MAGICDAD (+10% ALL),52250,10,175,2017-01-24 13:26:46.856000
42,12471.0,100.0,99,+25% ON ALL. THX!,163220,25,99,2017-01-24 13:26:46.856000
44,676.0,100.0,20,CHR15+15%+MTGO BONUS,66671,15,5,2017-01-24 13:26:46.856000
52,7987.0,100.0,10,DR. MAGIC 30% MTGO,32179,30,61,2017-01-24 13:26:46.856000
53,2232.0,100.0,9,MTGDRAFTS +25%,40936,25,17,2017-01-24 13:26:46.856000
56,23665.0,100.0,50,20% BONUS - SP OK,150159,20,197,2017-01-24 13:26:46.856000
58,9191.0,100.0,99,NICSOR 50%MTGO READ,148509,50,61,2017-01-24 13:26:46.856000
61,8400.0,100.0,94,160%FORMTGOTIX,165960,160,32,2017-01-24 13:26:46.856000
66,3005.0,100.0,20,15% BONUS TIX,17977,15,26,2017-01-24 13:26:46.856000
68,23069.0,100.0,84,20-35% BONUSES!,121957,35,170,2017-01-24 13:26:46.856000
69,7390.0,100.0,99,+30% TIX +30% MTGO,90795,30,56,2017-01-24 13:26:46.856000
71,20218.0,100.0,99,SEATHIEF 20% ON ALL,47013,20,168,2017-01-24 13:26:46.856000
74,27329.0,100.0,99,25% BONUS OVER 500,6561,25,218,2017-01-24 13:26:46.856000
77,30254.0,100.0,50,ICE 20%BONUS ON ALL!,96868,20,252,2017-01-24 13:26:46.856000
78,1326.0,100.0,99,45% MTGO 100% TIX,92554,100,6,2017-01-24 13:26:46.856000
79,1326.0,100.0,99,45% MTGO 100% TIX,92554,100,6,2017-01-24 13:26:46.856000
81,820853.0,100.0,99,KOALAPANDA + 15% ALL,30020,15,7137,2017-01-24 13:26:46.856000
82,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
87,338.0,100.0,2,DUSTY10%ONFOIL BLAND,170796,10,3,2017-01-24 13:26:46.856000
89,3513.0,100.0,36,THE DAVER (ALL+20%),29509,20,29,2017-01-24 13:26:46.856000
91,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
96,1692.0,100.0,50,WOODEND 25% ON MTGO,1803,25,13,2017-01-24 13:26:46.856000
106,9591.0,100.0,9,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
108,153043.0,100.0,99,!!! 30% ON WANTS !!!,97912,30,1177,2017-01-24 13:26:46.856000
113,12667.0,100.0,50,30% BOUNTY ALL!,118143,30,97,2017-01-24 13:26:46.856000
115,41316.0,100.0,99,10-15%BONUS FOR LAND,79689,15,359,2017-01-24 13:26:46.856000
118,489.0,100.0,10,110% ON TIX,130631,110,2,2017-01-24 13:26:46.856000
121,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
122,13464.0,100.0,99,+30%GAMRAJ,101416,30,103,2017-01-24 13:26:46.856000
127,18331.0,100.0,99,OLIVERGIBSON +45%,120124,45,126,2017-01-24 13:26:46.856000
128,2303.0,100.0,20,25%BONUSPAPERWANTS,143807,25,18,2017-01-24 13:26:46.856000
135,3783.0,100.0,37,SINCEALPHA 10% BONUS,163880,10,34,2017-01-24 13:26:46.856000
136,30156.0,100.0,1,JOBEN 20%,91280,20,251,2017-01-24 13:26:46.856000
139,17753.0,100.0,98,100% BONUS MTGO,103449,100,88,2017-01-24 13:26:46.856000
143,7869.0,100.0,70,10% ALL MTGO,9591,10,71,2017-01-24 13:26:46.856000
146,1466.0,100.0,73,TIX+100% PLZ READ,10063,100,7,2017-01-24 13:26:46.856000
147,16985.0,100.0,99,+100% TIX +50% PAPER,5260,100,84,2017-01-24 13:26:46.856000
148,7869.0,100.0,50,10% ALL MTGO,9591,10,71,2017-01-24 13:26:46.856000
150,157204.0,100.0,99,+30% MTGO/+20% PAPER,7323,30,1209,2017-01-24 13:26:46.856000
154,1326.0,100.0,99,45% MTGO 100% TIX,92554,100,6,2017-01-24 13:26:46.856000
156,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
157,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
158,1557.0,100.0,10,DANIEL MTGO BONUS50%,122840,50,10,2017-01-24 13:26:46.856000
159,276.0,100.0,99,25% BONUSES (READ),104683,25,2,2017-01-24 13:26:46.856000
163,733.0,100.0,5,140% MTGO TIX,119812,140,3,2017-01-24 13:26:46.856000
166,1131.0,100.0,40,20%+ PAPER/MTGO MN,82304,20,9,2017-01-24 13:26:46.856000
170,10971.0,100.0,40,KURDT30%MTGO 65% TIX,68318,65,66,2017-01-24 13:26:46.856000
172,4891.0,100.0,48,CRAZY 10%-20% BONUS!,64003,20,40,2017-01-24 13:26:46.856000
174,1819.0,100.0,20,25% BONUS EVERYTHING,82212,25,14,2017-01-24 13:26:46.856000
175,14509.0,100.0,20,ZLEPT +25-50% ON ALL,6952,50,96,2017-01-24 13:26:46.856000
178,142469.0,100.0,99,WOLVEN +50% ALL!,153587,50,949,2017-01-24 13:26:46.856000
179,18379.0,100.0,40,MACHOOGA (UP 2 50%),51531,50,122,2017-01-24 13:26:46.856000
193,5160.0,100.0,46,NISUS (30% BONUS),36578,30,39,2017-01-24 13:26:46.856000
194,32805.0,100.0,99,10% BONUS 4 U,32523,10,298,2017-01-24 13:26:46.856000
196,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-24 13:26:46.856000
197,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-24 13:26:46.856000
202,34380.0,100.0,99,+35% BONUS ALL,102511,35,254,2017-01-24 13:26:46.856000
205,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
206,13073.0,100.0,99,20% BONUS ALL TRADES,99572,20,108,2017-01-24 13:26:46.856000
207,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
208,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
212,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-24 13:26:46.856000
213,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-24 13:26:46.856000
214,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-24 13:26:46.856000
222,530.0,100.0,1,DIBIMTG 20%TIX,169443,20,4,2017-01-24 13:26:46.856000
225,95974.0,100.0,88,PETER TWIEG +30% ALL,6918,30,738,2017-01-24 13:26:46.856000
236,4895.0,100.0,99,THACO +50% ON ALL!,90501,50,32,2017-01-24 13:26:46.856000
238,1154.0,100.0,10,TANGO(15-20%BONUS),120562,20,9,2017-01-24 13:26:46.856000
247,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
248,27716.0,100.0,99,MAGIC FISCH 25%BONUS,137662,25,221,2017-01-24 13:26:46.856000
257,749.0,100.0,30,+25% ON ALL MTGO!!!,128743,25,5,2017-01-24 13:26:46.856000
261,1298.0,100.0,10,TRUGAMER - TIX + 29%,115283,29,10,2017-01-24 13:26:46.856000
268,32805.0,100.0,99,10% BONUS 4 U,32523,10,298,2017-01-24 13:26:46.856000
269,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-24 13:26:46.856000
270,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-24 13:26:46.856000
272,2038.0,100.0,99,40% ON ALL,6931,40,14,2017-01-24 13:26:46.856000
276,10449.0,100.0,20,MOLSON +25% ALL,89613,25,83,2017-01-24 13:26:46.856000
286,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
287,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
288,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
289,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
292,306.0,100.0,3,NHIV; 50% ON WANTS,160378,50,2,2017-01-24 13:26:46.856000
295,19430.0,100.0,99,DAVE BONUSES 30%,48558,30,149,2017-01-24 13:26:46.856000
296,6927.0,100.0,45,HALLUZ(120% TIX),39282,120,31,2017-01-24 13:26:46.856000
310,104031.0,100.0,99,15-30% LANDS,32606,30,800,2017-01-24 13:26:46.856000
311,5160.0,100.0,99,NISUS (30% BONUS),36578,30,39,2017-01-24 13:26:46.856000
315,1193.0,100.0,99,50% BONUS EVERYTHING,70671,50,7,2017-01-24 13:26:46.856000
324,34380.0,100.0,99,+35% BONUS ALL,102511,35,254,2017-01-24 13:26:46.856000
325,17368.0,100.0,99,+20% ON LANDS,44486,20,144,2017-01-24 13:26:46.856000
328,38158.0,100.0,99,THANTY +50% BONUS,25925,50,254,2017-01-24 13:26:46.856000
329,638.0,100.0,99,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
330,638.0,100.0,1,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
333,13419.0,100.0,99,NULL00 +50%,19610,50,89,2017-01-24 13:26:46.856000
337,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-24 13:26:46.856000
338,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-24 13:26:46.856000
339,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-24 13:26:46.856000
341,4491.0,100.0,50,+35% WALLYTCW,23661,35,33,2017-01-24 13:26:46.856000
350,6256.0,100.0,30,SHINGO +10%,6638,10,56,2017-01-24 13:26:46.856000
354,45448.0,100.0,99,+60% (NON-PROMOTED),49279,60,284,2017-01-24 13:26:46.856000
357,60539.0,100.0,98,AGING GOBLIN 15%MTGO,47575,15,526,2017-01-24 13:26:46.856000
363,5878.0,100.0,99,CCMWHITE 15%+ ON ALL,14137,15,51,2017-01-24 13:26:46.856000
364,4474.0,100.0,10,25% BONUS,63912,25,35,2017-01-24 13:26:46.856000
370,5440.0,100.0,20,BRUNO COLAR +10% ALL,165332,10,49,2017-01-24 13:26:46.856000
371,1753.0,100.0,15,+100% MTGO TICKETS,88878,100,8,2017-01-24 13:26:46.856000
372,43451.0,100.0,99,50%BONUS!WANTSP+MP,22998,50,289,2017-01-24 13:26:46.856000
374,2112.0,100.0,30,50% BONUS ALL WANTS2,89402,50,14,2017-01-24 13:26:46.856000
378,23275.0,100.0,99,"+50% CARDS, 30% MTGO",146333,50,155,2017-01-24 13:26:46.856000
381,638.0,100.0,99,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
382,638.0,100.0,99,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
383,20284.0,100.0,99,ANDREWLEE +20%,87770,20,169,2017-01-24 13:26:46.856000
385,1557.0,100.0,50,DANIEL MTGO BONUS50%,122840,50,10,2017-01-24 13:26:46.856000
387,276.0,100.0,99,25% BONUSES (READ),104683,25,2,2017-01-24 13:26:46.856000
390,11830.0,100.0,25,ROSE3(UPTO15%BONUS),12014,15,102,2017-01-24 13:26:46.856000
393,43392.0,100.0,99,+20% ALL +50% TOKENS,171534,50,289,2017-01-24 13:26:46.856000
395,1596.0,100.0,5,LEALD 12%ALL 210/TIX,141054,12,14,2017-01-24 13:26:46.856000
396,1692.0,100.0,99,WOODEND 25% ON MTGO,1803,25,13,2017-01-24 13:26:46.856000
399,63957.0,100.0,61,+100% ON MTGO,21442,100,319,2017-01-24 13:26:46.856000
402,9591.0,100.0,22,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
405,9591.0,100.0,44,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
407,6553.0,100.0,30,20% BONUS ALL BASIC,35018,20,54,2017-01-24 13:26:46.856000
408,7451.0,100.0,30,VAGABUNDO 100% TIX,39556,100,37,2017-01-24 13:26:46.856000
411,2690.0,100.0,14,100% BONUS TIX MTGO,42227,100,13,2017-01-24 13:26:46.856000
412,864.0,100.0,20,30% BONUS ON DORAN,144635,30,6,2017-01-24 13:26:46.856000
413,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
420,2079.0,100.0,23,+200% TIX,157293,200,6,2017-01-24 13:26:46.856000
422,30156.0,100.0,99,JOBEN 20%,91280,20,251,2017-01-24 13:26:46.856000
423,9998.0,100.0,99,50%ONLINE25%PAPER,161105,50,66,2017-01-24 13:26:46.856000
428,58568.0,100.0,99,20% BONUS FOR NM/M,96972,20,488,2017-01-24 13:26:46.856000
436,1326.0,100.0,99,45% MTGO 100% TIX,92554,100,6,2017-01-24 13:26:46.856000
437,1326.0,100.0,99,45% MTGO 100% TIX,92554,100,6,2017-01-24 13:26:46.856000
438,3300.0,100.0,36,KAMIKEN 50% BONUS,587,50,22,2017-01-24 13:26:46.856000
440,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
441,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
442,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
443,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
444,1025.0,100.0,12,JERAMYENGLAND+50%,117384,50,6,2017-01-24 13:26:46.856000
445,18765.0,100.0,99,PMTW +40%ONTRADES,77534,40,134,2017-01-24 13:26:46.856000
449,20742.0,100.0,5,RADO 20% BONUS,58170,20,172,2017-01-24 13:26:46.856000
451,7987.0,100.0,60,FPRICEPT 20%FASTLAND,93857,20,66,2017-01-24 13:26:46.856000
455,601.0,100.0,67,70%TIX,113928,70,3,2017-01-24 13:26:46.856000
457,1183.0,100.0,10,+25%MTGO!,98943,25,9,2017-01-24 13:26:46.856000
465,601.0,100.0,47,70%TIX,113928,70,3,2017-01-24 13:26:46.856000
467,35360.0,100.0,30,30% BONUS ON ALL YOM,139709,30,272,2017-01-24 13:26:46.856000
469,4131.0,100.0,98,80% BONUS 4 TIX !!,55237,80,22,2017-01-24 13:26:46.856000
472,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-24 13:26:46.856000
478,14330.0,100.0,50,KHASI +20% MTGO,75318,20,119,2017-01-24 13:26:46.856000
479,2599.0,100.0,50,KONDA - 25% BONUS,107198,25,20,2017-01-24 13:26:46.856000
481,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
482,4560.0,100.0,46,50% TIX MOL,170836,50,30,2017-01-24 13:26:46.856000
486,4701.0,100.0,50,MFOERT (10-30%),78546,30,36,2017-01-24 13:26:46.856000
489,28304.0,100.0,99,30% WANT LIST,54832,30,217,2017-01-24 13:26:46.856000
491,638.0,100.0,77,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
493,19186.0,100.0,20,+20% FOR ALL WANTS!!,149862,20,159,2017-01-24 13:26:46.856000
495,32805.0,100.0,99,10% BONUS 4 U,32523,10,298,2017-01-24 13:26:46.856000
500,8193.0,100.0,97,CR BONUS 30% MTGO,6130,30,63,2017-01-24 13:26:46.856000
509,8357.0,100.0,20,DECIPIO - 15% BONUS,134314,15,72,2017-01-24 13:26:46.856000
510,3183.0,100.0,19,DECIPIO - 15% BONUS,134314,15,27,2017-01-24 13:26:46.856000
514,409.0,100.0,47,JET 100% MTGO TIX,15823,100,2,2017-01-24 13:26:46.856000
516,638.0,100.0,99,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
529,19992.0,100.0,20,SONOFTHEKING(+20%),172891,20,166,2017-01-24 13:26:46.856000
542,12382.0,100.0,99,BAHAM 50% BONUS,33878,50,82,2017-01-24 13:26:46.856000
551,354845.0,100.0,99,KING AUTHUR 15%ALL,146555,15,3085,2017-01-24 13:26:46.856000
552,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-24 13:26:46.856000
553,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-24 13:26:46.856000
556,33703.0,100.0,10,50% OR MORE BOUNTIES,26522,50,224,2017-01-24 13:26:46.856000
559,1753.0,100.0,50,+100% MTGO TICKETS,88878,100,8,2017-01-24 13:26:46.856000
560,13657.0,100.0,99,+30% ALL WANTS!!,37605,30,105,2017-01-24 13:26:46.856000
562,9591.0,100.0,88,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
564,6414.0,100.0,50,10% ON ALL WNTS,54423,10,58,2017-01-24 13:26:46.856000
565,9076.0,100.0,99,UP TO 40% ON WANTS,43368,40,64,2017-01-24 13:26:46.856000
567,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
573,3067.0,100.0,99,+10% ALL CARDZ,81088,10,27,2017-01-24 13:26:46.856000
575,18800.0,100.0,99,+20% JEREMY,135373,20,156,2017-01-24 13:26:46.856000
576,12076.0,100.0,20,+25%FOILS +10/20%ALL,93487,25,96,2017-01-24 13:26:46.856000
583,1466.0,100.0,98,TIX+100% PLZ READ,10063,100,7,2017-01-24 13:26:46.856000
589,1319.0,100.0,12,DGN +60%,66302,60,8,2017-01-24 13:26:46.856000
591,16029.0,100.0,99,CUBELANDS 50% BONUS,11887,50,106,2017-01-24 13:26:46.856000
593,23275.0,100.0,99,"+50% CARDS, 30% MTGO",146333,50,155,2017-01-24 13:26:46.856000
594,12446.0,100.0,75,DAVERS +10% ALL,89776,10,113,2017-01-24 13:26:46.856000
596,21547.0,100.0,99,+50% ON SAHEELI!,123699,50,143,2017-01-24 13:26:46.856000
598,276.0,100.0,99,25% BONUSES (READ),104683,25,2,2017-01-24 13:26:46.856000
607,10919.0,100.0,25,SCOTT7 15%BONUS!,160117,15,94,2017-01-24 13:26:46.856000
614,9515.0,100.0,50,+25% ON ALL TRADES,46129,25,76,2017-01-24 13:26:46.856000
623,5139.0,100.0,25,PIGEONOFDOOM +20%,164958,20,42,2017-01-24 13:26:46.856000
624,36055.0,100.0,89,25%MTGOWANTS 85% TIX,4752,85,194,2017-01-24 13:26:46.856000
625,85661.0,100.0,99,35% ALL TRADES,131619,35,634,2017-01-24 13:26:46.856000
632,5240.0,100.0,52,KESSONE 10%,80247,10,47,2017-01-24 13:26:46.856000
636,1326.0,100.0,99,45% MTGO 100% TIX,92554,100,6,2017-01-24 13:26:46.856000
637,1326.0,100.0,99,45% MTGO 100% TIX,92554,100,6,2017-01-24 13:26:46.856000
639,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
640,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
641,9591.0,100.0,1,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
644,18765.0,100.0,99,PMTW +40%ONTRADES,77534,40,134,2017-01-24 13:26:46.856000
646,17191.0,100.0,10,TYROLE +30%,3657,30,132,2017-01-24 13:26:46.856000
650,9591.0,100.0,42,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
652,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
654,23325.0,100.0,99,"+50% CARDS, 30% MTGO",146333,50,155,2017-01-24 13:26:46.856000
655,638.0,100.0,99,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
656,638.0,100.0,99,+20% ALL! TIX + 120%,71074,120,2,2017-01-24 13:26:46.856000
660,15054.0,100.0,50,TIEGSTER180%BONUSTIX,84908,180,53,2017-01-24 13:26:46.856000
661,10286.0,100.0,99,50% BONUS ON ALL!!1,9757,50,68,2017-01-24 13:26:46.856000
663,10185.0,100.0,50,MOUX (+20% ON WANTS),57183,20,84,2017-01-24 13:26:46.856000
668,10578.0,100.0,99,100%BONUSREADPROFILE,10347,100,52,2017-01-24 13:26:46.856000
671,2690.0,100.0,60,100% BONUS TIX MTGO,42227,100,13,2017-01-24 13:26:46.856000
676,340.0,100.0,10,PEDROFULL 30%BONUS*,163565,30,2,2017-01-24 13:26:46.856000
677,4627.0,100.0,99,(30%) CREWMANWILSON,6,30,35,2017-01-24 13:26:46.856000
686,32805.0,100.0,99,10% BONUS 4 U,32523,10,298,2017-01-24 13:26:46.856000
687,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-24 13:26:46.856000
688,8482.0,100.0,50,WICKET 35% BONUS ALL,61077,35,62,2017-01-24 13:26:46.856000
689,5218.0,100.0,30,MANCIOR 25% BONUS,39884,25,41,2017-01-24 13:26:46.856000
692,7519.0,100.0,15,FIRE +80% ON TICKETS,95756,80,41,2017-01-24 13:26:46.856000
696,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
697,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
698,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
699,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
702,38025.0,100.0,99,30% MTGO WANTS,42242,30,292,2017-01-24 13:26:46.856000
706,2079.0,100.0,89,+200% TIX,157293,200,6,2017-01-24 13:26:46.856000
707,28154.0,100.0,18,MOL 20%TIX50%,122654,50,187,2017-01-24 13:26:46.856000
708,1596.0,100.0,80,LEALD 12%ALL 210/TIX,141054,12,14,2017-01-24 13:26:46.856000
713,24400.0,100.0,99,IPUGSLEY 30% CRD BNS,2474,30,187,2017-01-24 13:26:46.856000
715,32903.0,100.0,30,ANGELMAGIC 120% 4TIX,37773,120,149,2017-01-24 13:26:46.856000
717,55507.0,100.0,99,+40% CREDIT ON BOT,28988,40,396,2017-01-24 13:26:46.856000
718,2841.0,100.0,53,LOPSIDED +70% TIX,75021,70,16,2017-01-24 13:26:46.856000
729,5630.0,100.0,14,MTGO +30%,149880,30,43,2017-01-24 13:26:46.856000
733,14630.0,100.0,99,MCQUACKS+50% ON ALL,18500,50,97,2017-01-24 13:26:46.856000
734,157204.0,100.0,99,+30% MTGO/+20% PAPER,7323,30,1209,2017-01-24 13:26:46.856000
736,7508.0,100.0,15,20-60% EXTRA,41621,60,46,2017-01-24 13:26:46.856000
737,9591.0,100.0,99,+50% ALL! TIX + 150%,9169,150,38,2017-01-24 13:26:46.856000
